title,review_text,username,date
"The hype kills it. The best of the series, but not a great movie, and not in the league with the likes of ""The Godfather"" -- how cliched a statement is that? It's true.","Before I review this good movie, I have to get something that's been bothering me off my chest.

I went with eight people to see ""The Lord of the Rings: The Return of the King."" All eight of them found it ""good"" at best. We all thought it was too long, with too many passages of dialogue explaining what was going to happen (""I ride to Minis Tirith at dawn to face the enemies of Middle-Earth!"" -- just do it already!), too many scenes that most definitely could have been cut or edited, and we all found that the ending of the film stretched on too long and we didn't need to see Frodo and Sam fondly gazing at each other ninety times before we got the idea that they have an affection for each other. (Brotherly love or...something else?)

The thing is, all the ""Lord of the Rings"" movies are good. But none of them are great. Filmed by Peter Jackson with an epic feeling that betrays J.R.R. Tolkien's light-hearted tale, the films try to take a somewhat light idea and turn them into epics -- a problem, since the entire world is fantasy, and it is hard to take anything in the film dreadfully serious. (I thought it was just I, but some other critics have noted the same problem.)

This is the best ""Lord of the Rings"" movie. Even though it sounds as if I am complaining about them, I am not. I'm complaining about the way movie geeks flock to the cinemas and spread word that it's the ""best film of all time,"" then post these comments on the Internet and try to boost the film's rating on IMDb. (Some fans have been caught in the act of making multiple usernames to do so.)

I find it almost laughable that anyone could argue that the ""Lord of the Rings"" trilogy is the best of all time, or that it is the better than ""The Godfather"" (because that film stands as the number one film on the Internet Movie Database, there are heated debates from ""Rings"" fans claiming that ""The Godfather"" is trash and their favorite film is not).

It's all opinion, of course, but I sometimes wonder whether the fans of ""The Lord of the Rings,"" those who claim they are superior to ""The Godfather,"" have even seen that film. I also wonder whether the strict fans that claim it is the best film ever made have actually seen enough films to qualify for that assumption -- if it is their favorite film, fine, but to say it is THE best film of all time is entirely their opinion, although they seem to take it as a fact.  Have they seen the films of Fellini? Kurosawa? Scorsese? Coppola? ""Citizen Kane""? ""Casablanca""? ""Taxi Driver""? ""Sweet Smell of Success""? ""To Kill a Mockingbird""? ""One Flew Over the Cuckoo's Nest""? ""Chinatown""? ""Apocalypse Now""? ""2001: A Space Odyssey""? The list goes on!

Their definitions of classics range from the time of ""Star Wars"" to present cinema. It may sound like an old argument but it's true -- greater films are harder to find nowadays, and just because ""The Lord of the Rings"" seems like an achievement of some sort, it does not make it the best film of all time. I can name many better films. But, then again, it's my opinion, I suppose.

Now that I'm done with my rant, there's nothing left to say. Frodo and Sam (Elijah Wood and Sean Astin) venture closer to Mordor to destroy The One Ring, while Gollum (Andy Serkis) plots to murder them both and take the Ring of Power for himself. (We get to see Gollum's background in the film, too, which is something that will satisfy Tolkien's fans that have read the stories.)

Meanwhile, Aragorn (Viggo Mortensen) returns to the throne of a kingdom (hence the title of the film) to claim his position as heir of Isildur, but first gathers together Legolas and Gimli (Orlando Bloom and John Rhys-Davies) to help battle the Orcs venturing closer to their castle, along with Gandalf the White (Ian McKellen), who opens a can of whoop [butt] in this movie.

This is the darkest film of the trilogy. You may have thought ""The Two Towers"" was dark, but ""The Return of the King"" is almost evil -- Frodo gives audiences the creeps a few times. When he says, ""The Ring is mine,"" and grins at Sam with the Elijah Wood grin, a shiver goes down your spine.

The film picks up pace starting with the giant arachnid battle, about halfway through the film, and continues down the path of mild greatness until the last twenty minutes, which never seem to end. It is as if Jackson was afraid to close his film for a final time and kept dragging the scenes out -- I don't need to see Frodo and Sam admiring each other more than twice!

As the credits rolled, the audience poured out of the theater. ""Wasn't that good?"" I heard someone say. ""No,"" was the reply. ""The Return of the King"" is a very good film, and certainly the best of the trilogy, but don't be fooled by the hype -- this is not one of the best films of all time. It's a case of the Emperor's New Clothes -- some day, someone's going to realize that what they're going on about isn't really there at all. And finally all the film fans will be able to say, ""Y'know, I never really loved the movie all that much anyway."" But for now, I guess we'll all have to put up with more unearned hype. 

I liked this movie. I liked it a lot at certain points. But I would never, ever call it great. That's just me, I guess.

4.5/5 stars.

John Ulmer",MovieAddict2016,2004-01-04
Almost Perfect,"I can't say anything that hasn't already been said. This movie--this trilogy really--is in no need of my praise, so I'll say that there were just a couple of moments of exasperation for me (which I guess will happen over a three plus hour movie). Among the points of exasperation was a point when I wanted to slap Frodo. I'm sure that part needs no mention.",view_and_review,2021-03-02
There is nothing that isn't perfect about this movie except you never want it to end.,"The Lord of the Rings: The Return of the King (2003) Extended Edition is a movie in my DVD collection that my daughter and I recently watched together on HBOMAX. The storyline follows our heroes marching to their doom in hopes of saving Middle Earth. Sam and Frodo continue slithering through the mountains in hopes of destroying the ring with Gollum. Meanwhile, Aragon and friends prepare to stand off against Sauron's army in hopes of distracting them long enough for Frodo to slip by then and destroy the ring. Likelihood for success is low but hope is high...

This movie is directed by Peter Jackson (Bad Taste) and stars Elijah Wood (The Faculty), Viggo Mortensen (Hidalgo), Ian McKellen (Gods and Monsters), Orlando Bloom (Pirates of the Caribbean), Sean Astin (The Goonies), Cate Blanchett (The Aviator) and Liv Tyler (Armageddon).

There is nothing that isn't perfect about this movie except you never want it to end. The settings are so beautiful and well filmed. The cast is perfectly selected and demonstrate both their desperation and their will to push forward. The inner struggles within every character is perfectly depicted. The attire, props and use of CGI to create both magic and monsters was awesome. The battle scenes are epic and the ending is absolutely amazing and closes the trilogy perfectly.

Overall this is the greatest fantasy series ever created that is an absolute must see. I would score this a strong 10/10 and consider it an absolute must see.",kevin_robbins,2022-08-07
Phenomenal,"The Lord of the Rings is one of the most iconic, memorable movies in history, and it deserves a FAR BETTER overall rating than an 8.9.",cgbarr-73033,2019-09-13
Peter Jackson did Tolkien justice,"By the light of Amazon's recent massacre of the lore and franchise, I realized how great the original trilogy by Peter Jackson is. Jackson has respected the Tolkien and his writings and refused add any view from any side.",cagancelik,2022-02-12
The Road Goes Ever On,"Well, in the LOTR book, the noble elves never had those pinpointed ears, and the death of Saruman was not like a deleted scene in the DVD version, and then there was not the feat of Legolas of killing an elephant so easily, and then Sam never held Frodo hanging on a cliff… There are many points of bitter criticism of the film, and many are true. But do they ever undermine the sheer pleasure of watching and watching again this feast of the film? No, they will never do. The siege of Minas Tirith is great and tragically realistic every new time. The final battle near Mordor is epic regardless how many times you saw that. The brilliant array of talents of Weaving, Mortensen, Wood, Tyler, Serkis, Urban, Wenham, Astin or any other is never vapid or losing taste. The film has stood the test of time, and any time you see the Sauron fall, you feel elation, pride, joy and great triumph. The Good has won again, and even with so many tragic deaths and losses and ruins, it will reign for ever and ever. The final scene of the film, with the parting of Bilbo and Frodo together with the great elves and Gandalf will always make us cry and the final song will make us breathe deep and swallow tears, for this is a noble sorrow and noble sorrow this film has to awake in us. Many films may be made on the eternal novel of Mr. Tolkien, but this epic will stand in our memory eternally. The road goes ever on.",denis888,2007-09-07
Looses Nothing,"The 3rd and final film of the LotR series. This one looses nothing it only continues the story. Picks up right where ""Two Towers"" leaves off. Grittier story, more foe & dirtier grittier battles - the worst is yet to come... The Witch King of Angmar, Lord of the Nazgul.

This film has an air of horror to it... more frightening than the first two films. In the end, you whistle is wet for more.

A wicked film well worth watching. High fantasy fans as well as those who love a lot of action and adventure will enjoy watching this one for the first time or again and again.

10/10",Tera-Jones,2016-03-04
The most wonderful work of the seventh art,"Trying to describe this masterpiece is overwhelming. No word would do justice to what it really is! Perfectly narrated, interpreted and expressed.

The best movie ever seen!!",johndragnic,2021-03-23
"What a Way to end, Truly amazing and one of the best films ever made","Truly a masterpiece. This film was more than worthy of its 11 Oscars. The fellowship was stunning, the two towers was inspiring but the return of the king was truly the greatest film i have ever seen. The thing that is most amazing about the return of the king is that it fills the jigsaw of its predeceors and does it with such epic granduer emotion, and inspiration that i know very few people who were not amazed by it. I myself have read the Lord of the Rings by Tolkien and in light of this can say that this film has to be one of the adaptations in recent times. Peter Jackson, I feel simply could not have done a better job in using the beautiful new zealand landscape to portray Tolkien's vision.

Without a doubt the speech, roars and sheer numbers of the rohirrim at the pellennor charge in the sunset is truly the greatest sequence of film i have ever seen. People say the ending is too long, I say it was perfect as it gave a heart felt and fitting deneaumont, and ended a truly remarkable trilogy that will not be soon forgotten.",Angel-Shadow,2005-09-21
Take this chance while you can.,"The Lord of the Rings novel is one of the best English novels of all time, certainly in the top five.  The Lord of the Rings trilogy by New Line Cinema will long have similar standings in the realm of movies.

When I was younger, every once in awhile I would sit down on the couch and watch the Star Wars trilogy.  Six-and-one-half hours later I would be done and think, `Wow!' Now, after having attended the marathon showing of all three movies of LOTR, I didn't finish the night by thinking, `Wow!'  I finished it so overwhelmed I didn't know what to think.  It wasn't until the next morning that I could comprehend what I had just experienced the day before. history being made.

Each of these movies is acclaimed for nearly every element of their being. People who were never fantasy fans found themselves in a new world.  Those of us who have long been fans still found ourselves in a new world.  I have read many of the comments others have made, and I would like to address one issue in particular.

No movie will ever be exactly like the book it is based on (nor should it). That's why movies often begin with `Based on the novel.' or `Inspired by.' Screenwriters must take certain liberties in adapting a novel for the screen.  Very often parts must be rewritten or entirely left out.  Peter Jackson's LOTR is his vision of the novels.  And it is a glorious vision.

I am a fan of the books and of the movies.  They are two different entities. The Return of the King is my second favorite.  I love the Fellowship most and the Two Towers least.  If I gave these movies grades they would be 98 for Fellowship, 97 for Return of the King, and 95 for Two Towers.  They aren't perfect, but my idea of perfection is not Peter Jackson's or anyone else's.

There is something in this movie for almost everyone; love, friendship, huge conflicts, anger, despair, fear, and hope.  If you never see this movie while it is the theatre you are missing out on an experience of a lifetime. I have pledged to myself to see it at least once a week while it is in the theatres here.  If the first two movies were still out I would see them as well.  In all likelihood we will never have this chance again. take it while you can.",jrg-9,2004-01-16
"Entertaining, but not as half as good as the book","First of all: I liked this movie, and i could watch it an awful lot of times. But that is mostly due to the great special effects .

The point i rated this movie a 7 is because of the stupid story mistakes Peter putted in his movie. Especially the ghost army is a huge, huge mistake. Everybody who readed the book knows the ghost army does not take part in the huge fight, but only conquers the pirate's fleet, so Aragorn and his men can sail to the battle. The orcs think they get some backup when they see the black sails, but then are overrun by Aragorn, not the ghosts.

Like the thing above there are more things which i do not like. Like the snowboarding Legolas in the battle for Helm's Deep (not this movie, but still). Legolas is indeed quite handy on his feet, but snowboarding on a shield? 

These are just the things which made me personally think Peter could have come up with a much better movie of one of the best story's ever written.",rvs_dmr,2004-09-23
